"Data Source","World Development Indicators",
"Last Updated Date","2021-07-30",
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Comoros","COM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","653375808.176372","639025396.87716","709345690.459151","747980654.641949","723640739.11502","765486984.537922","769434529.712531","814246706.598598","833971598.291125","862293248.067738","977201192.289082","1021932606.40175","1062232344.85376","1104722039.49597","1156241340.04546","1226088471.07178","1296628558.15134","1342111858.43775","1422946026.54019","1479676880.56774","1553800742.62498","1651292301.29229","1817991275.62343","1954973713.18646","2063131653.84176","2106508753.21871","2278472094.4975","2467927827.4934","2613883972.8401","2713387115.04393","2881116472.37392",
"Cabo Verde","CPV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359431219.651033","376803922.744454","427543640.282507","475787305.327988","579164670.613343","675343429.044766","765740267.21845","865551005.275473","984855878.410973","1111197967.56204","1298320125.29324","1356407350.87344","1450212561.98467","1538833769.87013","1741402947.56962","1919769965.4099","2135774029.45785","2525862346.12011","2746244179.56535","2732025196.27904","2804400161.48438","2976609859.53646","2939948400.20897","2964468795.09437","2979100325.6128","3145505183.22012","3358352135.31607","3570702548.67827","3822113398.98579","4110838978.05366","3545549838.0359",
"Costa Rica","CRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15688784494.3932","16586815160.37","18525763565.766","20310651204.039","21681804070.4063","23055972030.8838","23795196690.9151","25531053263.264","27665797414.3383","29248133923.8376","31058791334.8892","32848141545.4623","34507855087.4324","36666131356.6165","39319267443.1219","42156341156.67","46614214406.9645","51798690335.0844","55308295226.4532","55243161553.2537","58882611697.2804","62759466862.0172","67139321101.4156","71159735248.3123","77049117295.3123","82852849095.4676","93454856085.2032","100716906502.777","104960284942.686","109998851350.524","107138476194.559",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36953636803.0876","39025318394.4183","41179331150.5672","43565651598.13","45779352610.9448","48092999534.5553","50694135335.8865","53569077945.6664","55018632250.566","58439400474.3599","61931451068.0235","64696060000.5277","68246621044.8307","73968850186.9752","79220518342.9099","84631047616.7475","93559821334.8853","99475061306.7724","102988383025.25","100231463034.508","102947590155.614","106370488091.406","106867203063.177","109382366015.659","110948327450.777","109759337199.014","110044369814.163","115185364257.119","120325492945.926","123386015447.822","116543642123.532",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3038884425.01753","3083933199.25936","3145152626.71421","3212793281.99628","3306166250.57304","3432211818.55632","3593925476.73012","3781621515.67673","3939532072.22197","3948474420.05848","3997771738.15466","4106283622.56743","3980978516.61811","3987244429.21591","3956860925.03556","3963751079.56532","3961008962.771","4080536556.8692","4087997476.75995","4019501296.06343","",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3622388218.75346","3837335703.06997","3897995483.83704","3644897649.50181","3587234323.57851","3704981220.90876","3702634809.49612","3742216952.82512","3837526367.42325","3964557950.77372","4169236872.54371","4421090332.81748","4717127750.98439","4984607431.26117","",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7721996236.13198","8042170663.80251","8998636053.58735","9276321880.4245","10033396345.0948","11100412673.7009","11425642631.3658","11922451010.3955","12737398221.5822","13501982859.9202","14781142813.0357","16045518212.955","16716270316.0339","17422389736.6778","18871595510.3977","20504253210.9772","22510419327.7518","25193704019.7818","27398488321.6769","27400251815.3772","27744210911.701","28345798720.9993","27503447269.3754","26181499623.0754","25643576078.0543","26968548608.4516","30416963879.7643","32705435190.0652","35217208449.0786","36613805571.9232","34385468807.1818",
"Czech Republic","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131987392000.866","120602182149.421","122725777836.317","125711269069.491","132131097150.933","142784039482.416","151155625704.906","152702014131.311","154180018574.889","158333514882.971","166568303684.951","180105231064.63","186119951272.35","198965797173.348","213269647175.704","225620777980.803","244624895159.7","270349141425.54","290503942992.86","290152852098.665","292270172129.532","304400911032.007","307490190596.132","324029971676.001","342099831459.922","357503876184.69","381420338169.846","411327867894.58","437252413726.212","458949674529.058","446544294928.377",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1542270388292.22","1675874925495.53","1747028513949.05","1770951336742.62","1852029939404.49","1920062346464.74","1967540466893.8","2015112703075.66","2079407729778.78","2158514818382.19","2237046842334.7","2337157702796.47","2406901890705.46","2465900513011.49","2583407647275.77","2622040720917.68","2810241425221.81","2981617997900.56","3103957698735.13","3017519833191.45","3187863147138.46","3415020684916.05","3487232707438.34","3628559701800.76","3807112936430.42","3889081660716.44","4165169650070.14","4376925896536.29","4556074544346.38","4644165657909.43","4469546275791.66",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3624994849.43033","3854585103.65772","4181038015.51501","4359928618.60477","4612122077.43311","5119940247.95879","5616285889.41134","5712736862.13118",
"Dominica","DMA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302732989.543483","317188788.888987","331001021.593212","346167171.758333","353681064.38675","372041518.320226","390614098.825711","406034400.773472","426101542.267374","433784130.672522","453859698.111561","463518650.473709","457534772.433252","495639257.142227","524510409.786221","544395828.602416","587003865.215439","641066392.353666","700074653.941349","697161244.06083","710028908.235366","723240297.773785","705767394.597635","720553048.260504","775558493.883368","792974988.031191","852085425.178163","807786936.210854","846191048.208206","891091972.147115","751188141.212193",
"Denmark","DNK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93563363865.4322","98075475820.6787","102273606169.563","104707950132.612","112646595612.042","118490587756.361","124645354111.689","131700484168.712","136917874504.331","141846293400.642","153089941089.323","157816389692.595","164720383885.92","165968359128.535","177870426541.561","185074466960.377","202725721866.697","212771395889.855","226767483101.984","222918169654.131","238749486786.169","247352252302.688","250524614311.535","262368108591.261","270330620655.251","278748351517.934","297719080444.573","319130157564.111","332918407764.695","350812038686.345","352207782418.47",
"Dominican Republic","DOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26168364886.4476","27308735920.3223","31065204351.5912","34143231555.3771","35779122694.4605","38606201451.7001","41663160850.2868","46147315542.0133","49800139033.4134","53520017838.257","57267194692.876","59962698191.2842","63649185862.8349","63958774211.8146","67368761760.792","76016797709.1886","85502321820.437","94310295425.381","99230524886.4171","100933041032.106","110624711805.73","116474304267.389","118182716945.457","125423585902.201","136975940972.301","151560391082.114","167506141668.242","175940743802.656","192745121996.133","206097556537.454","194575975936.309",
"Algeria","DZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178161127531.245","181975867281.894","189473147591.078","189889087787.756","192198450229.461","203685201261.205","215918741298.75","222058086775.196","236009831125.586","247078708282.633","262200968971.436","275990716024.639","296056184234.436","323266133946.152","346243817196.005","378093830119.934","396157830451.201","420630925674.985","439104257192.676","449530996743.36","471140848855.508","494931021150.323","497330252318.817","497988213510.825","506135099313.805","477357304455.376","471383266569.55","485801959708.229","503435564691.422","516522033631.689","494125149907.235",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2322036673759.08","2584946888026.25","2914358922232.81","3293517993602.49","3708276222596.16","4147727176831.41","4594085961894.09","4986293697477.21","5080891164677.78","5453806110750.88","5984233497473.78","6511109819442.46","7119475818892.56","7867892963607.85","8782541393941.35","9907739826648.24","11268468641454.2","12929681664445.2","14262740285422.9","15435867170920.1","17111629646216.9","18909921833639.3","20652702137142.5","22004970535178","23198681513750.3","24038359994776.6","25279638980691.3","26857687835881.1","29259100642740.4","31457780427712.3","32067829604704.3",
"Early-demographic dividend","EAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5933397233582.68","6428931760277.08","6854521911593.1","7192487971674.46","7567385953577.28","7998473585646.49","8604934628107.24","9132651754881.23","9212474338765.54","9571047617714.45","10244577206665.8","10663374766545.4","11044709964201.4","11862532198955.9","13000847910297.4","14222055286706.6","15637015578048","17056442536106.7","18139498677927.6","18708714238319.6","20179853639391","21676727263162.3","23103270273960.4","24166511420998.2","25182500856387.4","25841262702494","27109483844240","28815104273270.9","30609092870578.5","31891296521744.9","30765850140855.2",
"East Asia & Pacific","EAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5856075874544.27","6395092810484.32","6898066010821.99","7440342181630.34","8076268995902.04","8787228023283.34","9517789486521.53","10130269533752.7","10234668856457.3","10819092360430.3","11741715371136.3","12464532438035.9","13346364333006.1","14328268874465.3","15667385846332.2","17176412919610.6","18989968168513.2","21146316996880.3","22661607288905.3","23690446395701.3","25892544677511.4","28039177383257.8","30121928503280.2","31919681212627.6","33321841125371.8","34501366539204.1","35872511784866.1","37807010811106.9","40578253676796.1","43001700894325","43709157608359.2",
